locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMAHELFL_01450	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
LMAHELFL_01451	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
LMAHELFL_01452	CDS	747				hypothetical protein
LMAHELFL_01453	CDS	1059	casC			CRISPR system Cascade subunit CasC
LMAHELFL_01454	CDS	549				hypothetical protein
LMAHELFL_01455	CDS	1560				hypothetical protein
LMAHELFL_01456	CDS	2664	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
LMAHELFL_01457	CDS	954	sopD			Secreted effector protein SopD
LMAHELFL_01458	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
LMAHELFL_01459	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
LMAHELFL_01460	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
LMAHELFL_01461	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
LMAHELFL_01462	CDS	798	rbn_1	3.1.26.11		Ribonuclease BN
LMAHELFL_01463	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
LMAHELFL_01464	CDS	1299	eno	4.2.1.11	COG0148	Enolase
LMAHELFL_01465	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
LMAHELFL_01466	CDS	801	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
LMAHELFL_01467	CDS	588	mrpA_1		COG3539	Major MR/P fimbria protein
LMAHELFL_01468	CDS	2646	papC_1		COG3188	Outer membrane usher protein PapC
LMAHELFL_01469	CDS	774	yfcS_1		COG3121	putative fimbrial chaperone YfcS
LMAHELFL_01470	CDS	501	yfcR_1			putative fimbrial-like protein YfcR
LMAHELFL_01471	CDS	486	yfcQ_1			putative fimbrial-like protein YfcQ
LMAHELFL_01472	CDS	492	yfcP_1			putative fimbrial-like protein YfcP
LMAHELFL_01473	CDS	1032				hypothetical protein
LMAHELFL_01474	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
LMAHELFL_01475	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
LMAHELFL_01476	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
LMAHELFL_01477	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
LMAHELFL_01478	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
LMAHELFL_01479	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
LMAHELFL_01480	CDS	1359	gudP_1			putative glucarate transporter
LMAHELFL_01481	CDS	450			COG0716	putative protein
LMAHELFL_01482	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
LMAHELFL_01483	CDS	330	yqcC		COG3098	putative protein YqcC
LMAHELFL_01484	CDS	546	syd			Protein Syd
LMAHELFL_01485	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
LMAHELFL_01486	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
LMAHELFL_01487	CDS	1290	sdaC		COG0814	Serine transporter
LMAHELFL_01488	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
LMAHELFL_01489	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
LMAHELFL_01490	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
LMAHELFL_01491	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
LMAHELFL_01492	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
LMAHELFL_01493	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
LMAHELFL_01494	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
LMAHELFL_01495	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
LMAHELFL_01496	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
LMAHELFL_01497	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
LMAHELFL_01498	CDS	396				hypothetical protein
LMAHELFL_01499	CDS	918	gcvA			Glycine cleavage system transcriptional activator
LMAHELFL_01500	CDS	123				hypothetical protein
LMAHELFL_01501	CDS	228	ygdR_1			putative lipoprotein YgdR
LMAHELFL_01502	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
LMAHELFL_01503	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
LMAHELFL_01504	CDS	915	rarD_1		COG2962	Protein RarD
LMAHELFL_01505	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
LMAHELFL_01506	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
LMAHELFL_01507	tRNA	77				tRNA-Met(cat)
LMAHELFL_01508	tRNA	77				tRNA-Met(cat)
LMAHELFL_01509	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
LMAHELFL_01510	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
LMAHELFL_01511	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
LMAHELFL_01512	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
LMAHELFL_01513	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
LMAHELFL_01514	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
LMAHELFL_01515	CDS	321				hypothetical protein
LMAHELFL_01516	CDS	408				hypothetical protein
LMAHELFL_01517	CDS	564				hypothetical protein
LMAHELFL_01518	CDS	471				hypothetical protein
LMAHELFL_01519	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
LMAHELFL_01520	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LMAHELFL_01521	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
LMAHELFL_01522	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
LMAHELFL_01523	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
LMAHELFL_01524	CDS	714				hypothetical protein
LMAHELFL_01525	CDS	219	ygdR_2			putative lipoprotein YgdR
LMAHELFL_01526	CDS	1041	tas		COG0667	Protein tas
LMAHELFL_01527	CDS	1203	lplT			Lysophospholipid transporter LplT
LMAHELFL_01528	CDS	2160	aas		COG0204	Bifunctional protein Aas
LMAHELFL_01529	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
LMAHELFL_01530	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
LMAHELFL_01531	CDS	1263	lysA_1	4.1.1.20		Diaminopimelate decarboxylase
LMAHELFL_01532	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
LMAHELFL_01533	CDS	708	ygeA_1	5.1.1.13		L-aspartate/glutamate-specific racemase
LMAHELFL_01534	CDS	1419	araE			Arabinose-proton symporter
LMAHELFL_01535	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
LMAHELFL_01536	CDS	912	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
LMAHELFL_01537	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
LMAHELFL_01538	CDS	864	allS_2			HTH-type transcriptional activator AllS
LMAHELFL_01539	CDS	456				hypothetical protein
LMAHELFL_01540	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
LMAHELFL_01541	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
LMAHELFL_01542	CDS	855	rcnA		COG2215	Nickel/cobalt efflux system RcnA
LMAHELFL_01543	CDS	759				hypothetical protein
LMAHELFL_01544	CDS	507				hypothetical protein
LMAHELFL_01545	CDS	1050				hypothetical protein
LMAHELFL_01546	CDS	744	papD		COG3121	Chaperone protein PapD
LMAHELFL_01547	CDS	2490	papC_2		COG3188	Outer membrane usher protein PapC
LMAHELFL_01548	CDS	447	mrpA_2		COG3539	Major MR/P fimbria protein
LMAHELFL_01549	CDS	582				hypothetical protein
LMAHELFL_01550	CDS	267				hypothetical protein
LMAHELFL_01551	CDS	2064				hypothetical protein
LMAHELFL_01552	CDS	894				hypothetical protein
LMAHELFL_01553	CDS	273				hypothetical protein
LMAHELFL_01554	CDS	282				hypothetical protein
LMAHELFL_01555	CDS	219				hypothetical protein
LMAHELFL_01556	CDS	207				hypothetical protein
LMAHELFL_01557	CDS	693				hypothetical protein
LMAHELFL_01558	CDS	192				hypothetical protein
LMAHELFL_01559	CDS	516				hypothetical protein
LMAHELFL_01560	CDS	222				hypothetical protein
LMAHELFL_01561	CDS	687				hypothetical protein
LMAHELFL_01562	CDS	549				hypothetical protein
LMAHELFL_01563	CDS	378				hypothetical protein
LMAHELFL_01564	CDS	405				hypothetical protein
LMAHELFL_01565	CDS	468				hypothetical protein
LMAHELFL_01566	CDS	309				hypothetical protein
LMAHELFL_01567	CDS	213				hypothetical protein
LMAHELFL_01568	CDS	528				hypothetical protein
LMAHELFL_01569	CDS	579				hypothetical protein
LMAHELFL_01570	CDS	258				hypothetical protein
LMAHELFL_01571	CDS	501				hypothetical protein
LMAHELFL_01572	CDS	216				hypothetical protein
LMAHELFL_01573	CDS	474				hypothetical protein
LMAHELFL_01574	CDS	468				hypothetical protein
LMAHELFL_01575	CDS	174				hypothetical protein
LMAHELFL_01576	CDS	1641				hypothetical protein
LMAHELFL_01577	CDS	1590				hypothetical protein
LMAHELFL_01578	CDS	1161				hypothetical protein
LMAHELFL_01579	CDS	552				hypothetical protein
LMAHELFL_01580	CDS	1164				hypothetical protein
LMAHELFL_01581	CDS	399				hypothetical protein
LMAHELFL_01582	CDS	912				hypothetical protein
LMAHELFL_01583	CDS	444				hypothetical protein
LMAHELFL_01584	CDS	426				hypothetical protein
LMAHELFL_01585	CDS	690				hypothetical protein
LMAHELFL_01586	CDS	177				hypothetical protein
LMAHELFL_01587	CDS	1410				hypothetical protein
LMAHELFL_01588	CDS	375				hypothetical protein
LMAHELFL_01589	CDS	387				hypothetical protein
LMAHELFL_01590	CDS	2283				hypothetical protein
LMAHELFL_01591	CDS	1401				hypothetical protein
LMAHELFL_01592	CDS	1194				hypothetical protein
LMAHELFL_01593	CDS	699				hypothetical protein
LMAHELFL_01594	CDS	342				hypothetical protein
LMAHELFL_01595	CDS	1059				hypothetical protein
LMAHELFL_01596	CDS	573				hypothetical protein
LMAHELFL_01597	CDS	1365				hypothetical protein
LMAHELFL_01598	CDS	690				hypothetical protein
LMAHELFL_01599	CDS	561	hin_2		COG1961	DNA-invertase hin
LMAHELFL_01600	CDS	177				hypothetical protein
LMAHELFL_01601	CDS	264				hypothetical protein
LMAHELFL_01602	CDS	2355				hypothetical protein
LMAHELFL_01603	CDS	195				hypothetical protein
LMAHELFL_01604	CDS	633				hypothetical protein
LMAHELFL_01605	CDS	537	ail_3		COG3637	Attachment invasion locus protein
LMAHELFL_01606	CDS	366				hypothetical protein
LMAHELFL_01607	CDS	207				hypothetical protein
LMAHELFL_01608	CDS	801				hypothetical protein
LMAHELFL_01609	tRNA	74				tRNA-Gly(ccc)
LMAHELFL_01610	CDS	759	nlpD_2			Murein hydrolase activator NlpD
LMAHELFL_01611	CDS	546	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
LMAHELFL_01612	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
LMAHELFL_01613	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
LMAHELFL_01614	CDS	1692	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
LMAHELFL_01615	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
LMAHELFL_01616	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
LMAHELFL_01617	CDS	522	fldB		COG0716	Flavodoxin 2
LMAHELFL_01618	CDS	414	ygfX			Inner membrane protein YgfX
LMAHELFL_01619	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
LMAHELFL_01620	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
LMAHELFL_01621	CDS	192				hypothetical protein
LMAHELFL_01622	CDS	660				hypothetical protein
LMAHELFL_01623	CDS	312				hypothetical protein
LMAHELFL_01624	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
LMAHELFL_01625	CDS	894				hypothetical protein
LMAHELFL_01626	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
LMAHELFL_01627	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
LMAHELFL_01628	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
LMAHELFL_01629	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
LMAHELFL_01630	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
LMAHELFL_01631	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
LMAHELFL_01632	CDS	579				hypothetical protein
LMAHELFL_01633	CDS	330	zapA		COG3027	Cell division protein ZapA
LMAHELFL_01634	CDS	549	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
LMAHELFL_01635	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LMAHELFL_01636	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
LMAHELFL_01637	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
LMAHELFL_01638	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
LMAHELFL_01639	CDS	636	argO		COG1279	Arginine exporter protein ArgO
LMAHELFL_01640	CDS	861	mscS_1		COG0668	Small-conductance mechanosensitive channel
LMAHELFL_01641	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
LMAHELFL_01642	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LMAHELFL_01643	CDS	1047	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
LMAHELFL_01644	CDS	426				hypothetical protein
LMAHELFL_01645	CDS	579				hypothetical protein
LMAHELFL_01646	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
LMAHELFL_01647	CDS	678	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
LMAHELFL_01648	CDS	657	larO	3.6.3.-	COG1122	Nickel import ATP-binding protein LarO
LMAHELFL_01649	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
LMAHELFL_01650	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
LMAHELFL_01651	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
LMAHELFL_01652	CDS	891	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LMAHELFL_01653	CDS	495	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
LMAHELFL_01654	CDS	1008	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
LMAHELFL_01655	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
LMAHELFL_01656	CDS	1473	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
LMAHELFL_01657	CDS	750	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
LMAHELFL_01658	CDS	732				hypothetical protein
LMAHELFL_01659	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
LMAHELFL_01660	CDS	300				hypothetical protein
LMAHELFL_01661	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
LMAHELFL_01662	CDS	1395	galP			Galactose-proton symporter
LMAHELFL_01663	CDS	456	sprT			Protein SprT
LMAHELFL_01664	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
LMAHELFL_01665	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LMAHELFL_01666	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
LMAHELFL_01667	CDS	564				hypothetical protein
LMAHELFL_01668	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LMAHELFL_01669	CDS	687				hypothetical protein
LMAHELFL_01670	CDS	981	yggR		COG2805	putative protein YggR
LMAHELFL_01671	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
LMAHELFL_01672	CDS	567				hypothetical protein
LMAHELFL_01673	CDS	291				hypothetical protein
LMAHELFL_01674	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LMAHELFL_01675	CDS	1137	hemW_1		COG0635	Heme chaperone HemW
LMAHELFL_01676	CDS	1008				hypothetical protein
LMAHELFL_01677	CDS	1047	ansB_1	3.5.1.1	COG0252	L-asparaginase 2
LMAHELFL_01678	CDS	720				hypothetical protein
LMAHELFL_01679	CDS	327			COG3171	putative protein
LMAHELFL_01680	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
LMAHELFL_01681	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
LMAHELFL_01682	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
LMAHELFL_01683	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
LMAHELFL_01684	CDS	1257	nupG			Nucleoside permease NupG
LMAHELFL_01685	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
LMAHELFL_01686	CDS	708				hypothetical protein
LMAHELFL_01687	tRNA	76				tRNA-Phe(gaa)
LMAHELFL_01688	CDS	1140	xerC_2			Tyrosine recombinase XerC
LMAHELFL_01689	CDS	1629				hypothetical protein
LMAHELFL_01690	CDS	1494	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
LMAHELFL_01691	CDS	99				hypothetical protein
LMAHELFL_01692	CDS	1944	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LMAHELFL_01693	CDS	405				hypothetical protein
LMAHELFL_01694	CDS	1251				hypothetical protein
LMAHELFL_01695	CDS	1206				hypothetical protein
LMAHELFL_01696	CDS	1074				hypothetical protein
LMAHELFL_01697	CDS	420				hypothetical protein
LMAHELFL_01698	CDS	384				hypothetical protein
LMAHELFL_01699	CDS	627	ybdM_2		COG1475	putative protein YbdM
LMAHELFL_01700	CDS	1230	cysD_2	2.7.7.4		Sulfate adenylyltransferase subunit 2
LMAHELFL_01701	CDS	732				hypothetical protein
LMAHELFL_01702	CDS	531				hypothetical protein
LMAHELFL_01703	CDS	111				hypothetical protein
LMAHELFL_01704	CDS	474	yfeZ_1			Inner membrane protein YfeZ
LMAHELFL_01705	CDS	2025		2.4.1.-		UDP-glucose:protein N-beta-glucosyltransferase
LMAHELFL_01706	CDS	909				hypothetical protein
LMAHELFL_01707	CDS	1797	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
LMAHELFL_01708	CDS	531				hypothetical protein
LMAHELFL_01709	CDS	258				hypothetical protein
LMAHELFL_01710	CDS	378				hypothetical protein
LMAHELFL_01711	CDS	255	ygeA_2	5.1.1.13		L-aspartate/glutamate-specific racemase
LMAHELFL_01712	CDS	480	ygeA_3	5.1.1.10	COG1794	Broad specificity amino-acid racemase YgeA
LMAHELFL_01713	CDS	135				hypothetical protein
LMAHELFL_01714	CDS	441				hypothetical protein
LMAHELFL_01715	CDS	189	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
LMAHELFL_01716	CDS	324				hypothetical protein
LMAHELFL_01717	CDS	465				hypothetical protein
LMAHELFL_01718	CDS	267				hypothetical protein
LMAHELFL_01719	CDS	327				hypothetical protein
LMAHELFL_01720	CDS	900				hypothetical protein
LMAHELFL_01721	CDS	909				hypothetical protein
LMAHELFL_01722	CDS	1935				hypothetical protein
LMAHELFL_01723	CDS	459				hypothetical protein
LMAHELFL_01724	CDS	294				hypothetical protein
LMAHELFL_01725	CDS	450				hypothetical protein
LMAHELFL_01726	CDS	210				hypothetical protein
LMAHELFL_01727	CDS	369				hypothetical protein
LMAHELFL_01728	CDS	321				hypothetical protein
LMAHELFL_01729	CDS	327				hypothetical protein
LMAHELFL_01730	CDS	909				hypothetical protein
LMAHELFL_01731	CDS	336				hypothetical protein
LMAHELFL_01732	CDS	642				hypothetical protein
LMAHELFL_01733	CDS	492				hypothetical protein
LMAHELFL_01734	CDS	1527				hypothetical protein
LMAHELFL_01735	CDS	384				hypothetical protein
LMAHELFL_01736	CDS	1305				hypothetical protein
LMAHELFL_01737	CDS	981				hypothetical protein
LMAHELFL_01738	CDS	408				hypothetical protein
LMAHELFL_01739	CDS	420				hypothetical protein
LMAHELFL_01740	CDS	2793				hypothetical protein
LMAHELFL_01741	CDS	426				hypothetical protein
LMAHELFL_01742	CDS	1488				hypothetical protein
LMAHELFL_01743	CDS	858				hypothetical protein
LMAHELFL_01744	CDS	663				hypothetical protein
LMAHELFL_01745	CDS	390				hypothetical protein
LMAHELFL_01746	CDS	339				hypothetical protein
LMAHELFL_01747	CDS	237				hypothetical protein
LMAHELFL_01748	CDS	324				hypothetical protein
LMAHELFL_01749	CDS	765				hypothetical protein
LMAHELFL_01750	CDS	2157				hypothetical protein
LMAHELFL_01751	CDS	561				hypothetical protein
LMAHELFL_01752	CDS	531				hypothetical protein
LMAHELFL_01753	CDS	690				hypothetical protein
LMAHELFL_01754	CDS	729				hypothetical protein
LMAHELFL_01755	CDS	921				hypothetical protein
LMAHELFL_01756	CDS	195				hypothetical protein
LMAHELFL_01757	CDS	330				hypothetical protein
LMAHELFL_01758	CDS	426				hypothetical protein
LMAHELFL_01759	CDS	564				hypothetical protein
LMAHELFL_01760	CDS	651				hypothetical protein
LMAHELFL_01761	CDS	1197				hypothetical protein
LMAHELFL_01762	CDS	876				hypothetical protein
LMAHELFL_01763	CDS	471				hypothetical protein
LMAHELFL_01764	CDS	1152	xerC_3			Tyrosine recombinase XerC
LMAHELFL_01765	CDS	204				hypothetical protein
LMAHELFL_01766	CDS	1296				hypothetical protein
LMAHELFL_01767	CDS	660				hypothetical protein
LMAHELFL_01768	CDS	480				hypothetical protein
LMAHELFL_01769	CDS	594				hypothetical protein
LMAHELFL_01770	CDS	1083				hypothetical protein
LMAHELFL_01771	CDS	1716				hypothetical protein
LMAHELFL_01772	CDS	192				hypothetical protein
LMAHELFL_01773	CDS	594				hypothetical protein
LMAHELFL_01774	CDS	1290				hypothetical protein
LMAHELFL_01775	CDS	1683	sctC_3			Type 3 secretion system secretin
LMAHELFL_01776	CDS	438				hypothetical protein
LMAHELFL_01777	CDS	1230				hypothetical protein
LMAHELFL_01778	CDS	225				hypothetical protein
LMAHELFL_01779	CDS	459				IS200/IS605 family transposase IS200F
LMAHELFL_01780	CDS	222				hypothetical protein
LMAHELFL_01781	CDS	951				ISNCY family transposase ISPlu22
LMAHELFL_01782	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
LMAHELFL_01783	CDS	219				hypothetical protein
LMAHELFL_01784	CDS	450				hypothetical protein
LMAHELFL_01785	CDS	2019	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
LMAHELFL_01786	CDS	840				hypothetical protein
LMAHELFL_01787	CDS	1281				hypothetical protein
LMAHELFL_01788	CDS	249				hypothetical protein
LMAHELFL_01789	CDS	573				hypothetical protein
LMAHELFL_01790	CDS	723				hypothetical protein
LMAHELFL_01791	CDS	264				hypothetical protein
LMAHELFL_01792	CDS	225	traR			Protein TraR
LMAHELFL_01793	CDS	1800				hypothetical protein
LMAHELFL_01794	CDS	1365	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
LMAHELFL_01795	CDS	1011				hypothetical protein
LMAHELFL_01796	CDS	381			COG0346	Virulence protein
LMAHELFL_01797	CDS	1326		2.8.3.-	COG0427	Butyryl-CoA:acetate CoA-transferase
LMAHELFL_01798	CDS	528	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
LMAHELFL_01799	CDS	843	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
LMAHELFL_01800	CDS	879	hcaR_1			Hca operon transcriptional activator HcaR
LMAHELFL_01801	CDS	1740	atsA	3.1.6.1	COG3119	Arylsulfatase
LMAHELFL_01802	CDS	1185	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
LMAHELFL_01803	CDS	684	malT_1			HTH-type transcriptional regulator MalT
LMAHELFL_01804	CDS	558				hypothetical protein
LMAHELFL_01805	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
LMAHELFL_01806	CDS	375				hypothetical protein
LMAHELFL_01807	CDS	1302	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
LMAHELFL_01808	CDS	1485	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
LMAHELFL_01809	CDS	381	iraD			Anti-adapter protein IraD
LMAHELFL_01810	CDS	486	hcp1_3		COG3157	Protein hcp1
LMAHELFL_01811	CDS	924	pgdA	3.5.1.-		Peptidoglycan deacetylase
LMAHELFL_01812	CDS	879	amiF	3.5.1.49		Formamidase
LMAHELFL_01813	CDS	1305	exuT_2			Hexuronate transporter
